sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end

TripAdivisor_Vi_1011:0	Chúng tôi đã ở khách sạn này và thấy nhân viên phục vu nhiệt tình, chu đáo, và rất hiếu khách .	chúng tôi đã ở khách sạn này và thấy nhân viên phục vu nhiệt tình , chu đáo , và rất hiếu khách	service	negative	service negative	no	0	0

TripAdivisor_Vi_1011:0	Chúng tôi đã ở khách sạn này và thấy nhân viên phục vu nhiệt tình, chu đáo, và rất hiếu khách .	chúng tôi đã ở khách sạn này và thấy nhân viên phục vu nhiệt tình , chu đáo , và rất hiếu khách	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_1011:1	Nếu quay lại tôi tiếp tục chọn dịch vụ của các bạn và sẽ giới thiệu dịch vụ của các bạn đến bạn bè người thân .	nếu quay lại tôi tiếp tục chọn dịch vụ của các bạn và sẽ giới thiệu dịch vụ của các bạn đến bạn bè người thân	loyalty	positive	loyalty positive	yes	1	27

TripAdivisor_Vi_1011:1	Nếu quay lại tôi tiếp tục chọn dịch vụ của các bạn và sẽ giới thiệu dịch vụ của các bạn đến bạn bè người thân .	nếu quay lại tôi tiếp tục chọn dịch vụ của các bạn và sẽ giới thiệu dịch vụ của các bạn đến bạn bè người thân	loyalty	negative	loyalty negative	no	0	0

TripAdivisor_Vi_1011:1	Nếu quay lại tôi tiếp tục chọn dịch vụ của các bạn và sẽ giới thiệu dịch vụ của các bạn đến bạn bè người thân .	nếu quay lại tôi tiếp tục chọn dịch vụ của các bạn và sẽ giới thiệu dịch vụ của các bạn đến bạn bè người thân	loyalty	neutral	loyalty neutral	no	0	0

TripAdivisor_Vi_10111:0	Khách sạn dịch vụ tốt .	khách sạn dịch vụ tốt	experience	positive	experience positive	yes	1	6

TripAdivisor_Vi_10111:0	Khách sạn dịch vụ tốt .	khách sạn dịch vụ tốt	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10111:0	Khách sạn dịch vụ tốt .	khách sạn dịch vụ tốt	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10111:1	Nhân viên nhiệt tình .	nhân viên nhiệt tình	service	positive	service positive	yes	1	5

TripAdivisor_Vi_10111:1	Nhân viên nhiệt tình .	nhân viên nhiệt tình	service	negative	service negative	no	0	0

TripAdivisor_Vi_10111:1	Nhân viên nhiệt tình .	nhân viên nhiệt tình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10111:2	Bể bơi và phòng ở dịch vụ ổn .	bể bơi và phòng ở dịch vụ ổn	facility	positive	facility positive	no	0	0

TripAdivisor_Vi_10111:2	Bể bơi và phòng ở dịch vụ ổn .	bể bơi và phòng ở dịch vụ ổn	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10111:2	Bể bơi và phòng ở dịch vụ ổn .	bể bơi và phòng ở dịch vụ ổn	facility	neutral	facility neutral	yes	1	9

TripAdivisor_Vi_10111:3	Buffet sáng ngon .	buffet sáng ngon	service	positive	service positive	yes	1	4

TripAdivisor_Vi_10111:3	Buffet sáng ngon .	buffet sáng ngon	service	negative	service negative	no	0	0

TripAdivisor_Vi_10111:3	Buffet sáng ngon .	buffet sáng ngon	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10120:0	Homestay nhỏ xinh, phòng ốc tương đối rộng rãi, có máy lạnh siêu tiện nghi, thiết kế zic zac khá độc đáo và riêng tư .	homestay nhỏ xinh , phòng ốc tương đối rộng rãi , có máy lạnh siêu tiện nghi , thiết kế zic zac khá độc đáo và riêng tư	facility	positive	facility positive	yes	1	29

TripAdivisor_Vi_10120:0	Homestay nhỏ xinh, phòng ốc tương đối rộng rãi, có máy lạnh siêu tiện nghi, thiết kế zic zac khá độc đáo và riêng tư .	homestay nhỏ xinh , phòng ốc tương đối rộng rãi , có máy lạnh siêu tiện nghi , thiết kế zic zac khá độc đáo và riêng tư	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10120:0	Homestay nhỏ xinh, phòng ốc tương đối rộng rãi, có máy lạnh siêu tiện nghi, thiết kế zic zac khá độc đáo và riêng tư .	homestay nhỏ xinh , phòng ốc tương đối rộng rãi , có máy lạnh siêu tiện nghi , thiết kế zic zac khá độc đáo và riêng tư	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10120:1	Có 2 lầu cho khách ở, mỗi lầu có 1 phòng tắm wc. Ở tầng 1 thì phòng tắm xịn xò hơn, có vòi nóng lạnh với vòi sen hệ thống rất xịn. Ở tầng trên cùng thì được thêm khoảng sân bao rộng để sống ảo. Giữa có giếng trời lấy sáng thơ mộng .	homestay có 2 lầu cho khách ở , mỗi lầu có 1 phòng tắm + wc . ở tầng 1 thì phòng tắm xịn xò hơn , có vòi nóng lạnh với vòi sen hệ thống rất xịn . ở tầng trên cùng thì được thêm khoảng sân bao rộng để sống ảo . giữa có giếng trời lấy sáng thơ mộng	facility	positive	facility positive	yes	1	61

TripAdivisor_Vi_10120:1	Có 2 lầu cho khách ở, mỗi lầu có 1 phòng tắm wc. Ở tầng 1 thì phòng tắm xịn xò hơn, có vòi nóng lạnh với vòi sen hệ thống rất xịn. Ở tầng trên cùng thì được thêm khoảng sân bao rộng để sống ảo. Giữa có giếng trời lấy sáng thơ mộng .	homestay có 2 lầu cho khách ở , mỗi lầu có 1 phòng tắm + wc . ở tầng 1 thì phòng tắm xịn xò hơn , có vòi nóng lạnh với vòi sen hệ thống rất xịn . ở tầng trên cùng thì được thêm khoảng sân bao rộng để sống ảo . giữa có giếng trời lấy sáng thơ mộng	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10120:1	Có 2 lầu cho khách ở, mỗi lầu có 1 phòng tắm wc. Ở tầng 1 thì phòng tắm xịn xò hơn, có vòi nóng lạnh với vòi sen hệ thống rất xịn. Ở tầng trên cùng thì được thêm khoảng sân bao rộng để sống ảo. Giữa có giếng trời lấy sáng thơ mộng .	homestay có 2 lầu cho khách ở , mỗi lầu có 1 phòng tắm + wc . ở tầng 1 thì phòng tắm xịn xò hơn , có vòi nóng lạnh với vòi sen hệ thống rất xịn . ở tầng trên cùng thì được thêm khoảng sân bao rộng để sống ảo . giữa có giếng trời lấy sáng thơ mộng	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10120:2	Cô chú chủ nhà tầm trung niên, cực kỳ nhiệt tình, còn mua đồ ăn sáng giùm nữa mà đồ ăn địa phương ngon, no nóc luôn .	cô chú chủ nhà tầm trung niên , cực kỳ nhiệt tình , còn mua đồ ăn sáng giùm nữa mà đồ ăn địa phương ngon , no nóc luôn	service	positive	service positive	yes	1	31

TripAdivisor_Vi_10120:2	Cô chú chủ nhà tầm trung niên, cực kỳ nhiệt tình, còn mua đồ ăn sáng giùm nữa mà đồ ăn địa phương ngon, no nóc luôn .	cô chú chủ nhà tầm trung niên , cực kỳ nhiệt tình , còn mua đồ ăn sáng giùm nữa mà đồ ăn địa phương ngon , no nóc luôn	service	negative	service negative	no	0	0

TripAdivisor_Vi_10120:2	Cô chú chủ nhà tầm trung niên, cực kỳ nhiệt tình, còn mua đồ ăn sáng giùm nữa mà đồ ăn địa phương ngon, no nóc luôn .	cô chú chủ nhà tầm trung niên , cực kỳ nhiệt tình , còn mua đồ ăn sáng giùm nữa mà đồ ăn địa phương ngon , no nóc luôn	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10120:3	Chủ là dân dạy vẽ nên thiết kế nhà cửa tinh tế .	chủ là dân dạy vẽ nên thiết kế nhà cửa tinh tế	facility	positive	facility positive	yes	1	13

TripAdivisor_Vi_10120:3	Chủ là dân dạy vẽ nên thiết kế nhà cửa tinh tế .	chủ là dân dạy vẽ nên thiết kế nhà cửa tinh tế	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10120:3	Chủ là dân dạy vẽ nên thiết kế nhà cửa tinh tế .	chủ là dân dạy vẽ nên thiết kế nhà cửa tinh tế	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10120:4	Có bếp để mua đồ về bày biện nấu ăn .	có bếp để mua đồ về bày biện nấu ăn	facility	positive	facility positive	yes	1	11

TripAdivisor_Vi_10120:4	Có bếp để mua đồ về bày biện nấu ăn .	có bếp để mua đồ về bày biện nấu ăn	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10120:4	Có bếp để mua đồ về bày biện nấu ăn .	có bếp để mua đồ về bày biện nấu ăn	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10120:5	Nhiên ở trung tâm, gần biển ( đi bộ cỡ 10 - 15 phút ) và gần chợ phường .	nhiên ở trung tâm , gần biển ( đi bộ cỡ 10 - 15 phút ) và gần chợ phường	amenity	positive	amenity positive	no	0	0

TripAdivisor_Vi_10120:5	Nhiên ở trung tâm, gần biển ( đi bộ cỡ 10 - 15 phút ) và gần chợ phường .	nhiên ở trung tâm , gần biển ( đi bộ cỡ 10 - 15 phút ) và gần chợ phường	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10120:5	Nhiên ở trung tâm, gần biển ( đi bộ cỡ 10 - 15 phút ) và gần chợ phường .	nhiên ở trung tâm , gần biển ( đi bộ cỡ 10 - 15 phút ) và gần chợ phường	amenity	neutral	amenity neutral	yes	1	21

TripAdivisor_Vi_10120:6	Có vòi nước ở ngoài sân để xả trước khi vào nhà và dép đi trong nhà riêng biệt, sạch sẽ .	có vòi nước ở ngoài sân để xả trước khi vào nhà và dép đi trong nhà riêng biệt , sạch sẽ	facility	positive	facility positive	yes	1	23

TripAdivisor_Vi_10120:6	Có vòi nước ở ngoài sân để xả trước khi vào nhà và dép đi trong nhà riêng biệt, sạch sẽ .	có vòi nước ở ngoài sân để xả trước khi vào nhà và dép đi trong nhà riêng biệt , sạch sẽ	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10120:6	Có vòi nước ở ngoài sân để xả trước khi vào nhà và dép đi trong nhà riêng biệt, sạch sẽ .	có vòi nước ở ngoài sân để xả trước khi vào nhà và dép đi trong nhà riêng biệt , sạch sẽ	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10120:7	Lâu lâu báo trước lịch trình được cô chủ cho mượn mũ nón nữa, cực kì thân thiện luôn nha .	lâu lâu báo trước lịch trình được cô chủ cho mượn mũ nón nữa , cực kì thân thiện luôn nha	service	positive	service positive	yes	1	22

TripAdivisor_Vi_10120:7	Lâu lâu báo trước lịch trình được cô chủ cho mượn mũ nón nữa, cực kì thân thiện luôn nha .	lâu lâu báo trước lịch trình được cô chủ cho mượn mũ nón nữa , cực kì thân thiện luôn nha	service	negative	service negative	no	0	0

TripAdivisor_Vi_10120:7	Lâu lâu báo trước lịch trình được cô chủ cho mượn mũ nón nữa, cực kì thân thiện luôn nha .	lâu lâu báo trước lịch trình được cô chủ cho mượn mũ nón nữa , cực kì thân thiện luôn nha	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10121:0	Ngay trung tâm thành phố .	ngay trung tâm thành phố	amenity	positive	amenity positive	yes	1	6

TripAdivisor_Vi_10121:0	Ngay trung tâm thành phố .	ngay trung tâm thành phố	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10121:0	Ngay trung tâm thành phố .	ngay trung tâm thành phố	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10121:1	Nhân viên hỗ trợ, hướng dẫn địa điểm an uống, tham quan nhiệt tình .	nhân viên hỗ trợ , hướng dẫn địa điểm an uống , tham quan nhiệt tình	service	positive	service positive	yes	1	17

TripAdivisor_Vi_10121:1	Nhân viên hỗ trợ, hướng dẫn địa điểm an uống, tham quan nhiệt tình .	nhân viên hỗ trợ , hướng dẫn địa điểm an uống , tham quan nhiệt tình	service	negative	service negative	no	0	0

TripAdivisor_Vi_10121:1	Nhân viên hỗ trợ, hướng dẫn địa điểm an uống, tham quan nhiệt tình .	nhân viên hỗ trợ , hướng dẫn địa điểm an uống , tham quan nhiệt tình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10121:2	Nhân viên thân thiện nhiệt tình .	nhân viên thân thiện nhiệt tình	service	positive	service positive	yes	1	7

TripAdivisor_Vi_10121:2	Nhân viên thân thiện nhiệt tình .	nhân viên thân thiện nhiệt tình	service	negative	service negative	no	0	0

TripAdivisor_Vi_10121:2	Nhân viên thân thiện nhiệt tình .	nhân viên thân thiện nhiệt tình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10121:3	Phòng sạch sẽ .	phòng sạch sẽ	facility	positive	facility positive	yes	1	4

TripAdivisor_Vi_10121:3	Phòng sạch sẽ .	phòng sạch sẽ	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10121:3	Phòng sạch sẽ .	phòng sạch sẽ	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10121:4	Dịch vụ spa đạt yêu cầu theo tiêu chuẩn sao khách sạn .	dịch vụ spa đạt yêu cầu theo tiêu chuẩn sao khách sạn	service	positive	service positive	yes	1	13

TripAdivisor_Vi_10121:4	Dịch vụ spa đạt yêu cầu theo tiêu chuẩn sao khách sạn .	dịch vụ spa đạt yêu cầu theo tiêu chuẩn sao khách sạn	service	negative	service negative	no	0	0

TripAdivisor_Vi_10121:4	Dịch vụ spa đạt yêu cầu theo tiêu chuẩn sao khách sạn .	dịch vụ spa đạt yêu cầu theo tiêu chuẩn sao khách sạn	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10122:0	Chỗ này biển rất đẹp, rất xứng đáng để khám phá .	chỗ này biển rất đẹp , rất xứng đáng để khám phá	experience	positive	experience positive	yes	1	13

TripAdivisor_Vi_10122:0	Chỗ này biển rất đẹp, rất xứng đáng để khám phá .	chỗ này biển rất đẹp , rất xứng đáng để khám phá	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10122:0	Chỗ này biển rất đẹp, rất xứng đáng để khám phá .	chỗ này biển rất đẹp , rất xứng đáng để khám phá	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10124:0	Cả gia đình đều hài lòng palm beach .	cả gia đình đều hài lòng palm beach	experience	positive	experience positive	yes	1	9

TripAdivisor_Vi_10124:0	Cả gia đình đều hài lòng palm beach .	cả gia đình đều hài lòng palm beach	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10124:0	Cả gia đình đều hài lòng palm beach .	cả gia đình đều hài lòng palm beach	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10124:1	Phòng rộng, view biển .	phòng rộng , view biển	facility	positive	facility positive	yes	1	6

TripAdivisor_Vi_10124:1	Phòng rộng, view biển .	phòng rộng , view biển	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10124:1	Phòng rộng, view biển .	phòng rộng , view biển	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10124:2	Bãi biển đẹp, hoang sơ và sạch .	bãi biển đẹp , hoang sơ và sạch	experience	positive	experience positive	yes	1	9

TripAdivisor_Vi_10124:2	Bãi biển đẹp, hoang sơ và sạch .	bãi biển đẹp , hoang sơ và sạch	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10124:2	Bãi biển đẹp, hoang sơ và sạch .	bãi biển đẹp , hoang sơ và sạch	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10124:3	Thức ăn ngon, tươi .	thức ăn ngon , tươi	service	positive	service positive	yes	1	6

TripAdivisor_Vi_10124:3	Thức ăn ngon, tươi .	thức ăn ngon , tươi	service	negative	service negative	no	0	0

TripAdivisor_Vi_10124:3	Thức ăn ngon, tươi .	thức ăn ngon , tươi	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10124:4	Nhân viên chu đáo .	nhân viên chu đáo	service	positive	service positive	yes	1	5

TripAdivisor_Vi_10124:4	Nhân viên chu đáo .	nhân viên chu đáo	service	negative	service negative	no	0	0

TripAdivisor_Vi_10124:4	Nhân viên chu đáo .	nhân viên chu đáo	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10124:5	Chổ đậu xe thoải mái .	chổ đậu xe thoải mái	amenity	positive	amenity positive	yes	1	6

TripAdivisor_Vi_10124:5	Chổ đậu xe thoải mái .	chổ đậu xe thoải mái	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10124:5	Chổ đậu xe thoải mái .	chổ đậu xe thoải mái	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10124:6	Là nơi lý tưởng để nghỉ dưỡng và tham quan các điểm du lịch lân cận .	là nơi lý tưởng để nghỉ dưỡng và tham quan các điểm du lịch lân cận	experience	positive	experience positive	yes	1	17

TripAdivisor_Vi_10124:6	Là nơi lý tưởng để nghỉ dưỡng và tham quan các điểm du lịch lân cận .	là nơi lý tưởng để nghỉ dưỡng và tham quan các điểm du lịch lân cận	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10124:6	Là nơi lý tưởng để nghỉ dưỡng và tham quan các điểm du lịch lân cận .	là nơi lý tưởng để nghỉ dưỡng và tham quan các điểm du lịch lân cận	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10127:0	Khách sạn đẹp, phòng ốc sang trọng, sạch sẽ hồ bơi hiện đại .	khách sạn đẹp , phòng ốc sang trọng , sạch sẽ ; hồ bơi hiện đại	facility	positive	facility positive	yes	1	16

TripAdivisor_Vi_10127:0	Khách sạn đẹp, phòng ốc sang trọng, sạch sẽ hồ bơi hiện đại .	khách sạn đẹp , phòng ốc sang trọng , sạch sẽ ; hồ bơi hiện đại	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10127:0	Khách sạn đẹp, phòng ốc sang trọng, sạch sẽ hồ bơi hiện đại .	khách sạn đẹp , phòng ốc sang trọng , sạch sẽ ; hồ bơi hiện đại	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10127:1	Thức ăn tươi ngon, vừa miệng .	thức ăn tươi ngon , vừa miệng	service	positive	service positive	yes	1	8

TripAdivisor_Vi_10127:1	Thức ăn tươi ngon, vừa miệng .	thức ăn tươi ngon , vừa miệng	service	negative	service negative	no	0	0

TripAdivisor_Vi_10127:1	Thức ăn tươi ngon, vừa miệng .	thức ăn tươi ngon , vừa miệng	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10127:2	Nhân viên thân thiện .	nhân viên thân thiện	service	positive	service positive	yes	1	5

TripAdivisor_Vi_10127:2	Nhân viên thân thiện .	nhân viên thân thiện	service	negative	service negative	no	0	0

TripAdivisor_Vi_10127:2	Nhân viên thân thiện .	nhân viên thân thiện	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10127:3	Gia đình tôi có một kỳ nghỉ dưỡng rất bổ ích tại đây, các con tôi được tìm hiểu đời sống của ngư dân làng chài, được cùng các ngư dân đi câu mực, được ngắm san hô, được ăn hải sản tươi ngon .	gia đình tôi có một kỳ nghỉ dưỡng rất bổ ích tại đây , các con tôi được tìm hiểu đời sống của ngư dân làng chài , được cùng các ngư dân đi câu mực , được ngắm san hô , được ăn hải sản tươi ngon	experience	positive	experience positive	yes	1	49

TripAdivisor_Vi_10127:3	Gia đình tôi có một kỳ nghỉ dưỡng rất bổ ích tại đây, các con tôi được tìm hiểu đời sống của ngư dân làng chài, được cùng các ngư dân đi câu mực, được ngắm san hô, được ăn hải sản tươi ngon .	gia đình tôi có một kỳ nghỉ dưỡng rất bổ ích tại đây , các con tôi được tìm hiểu đời sống của ngư dân làng chài , được cùng các ngư dân đi câu mực , được ngắm san hô , được ăn hải sản tươi ngon	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10127:3	Gia đình tôi có một kỳ nghỉ dưỡng rất bổ ích tại đây, các con tôi được tìm hiểu đời sống của ngư dân làng chài, được cùng các ngư dân đi câu mực, được ngắm san hô, được ăn hải sản tươi ngon .	gia đình tôi có một kỳ nghỉ dưỡng rất bổ ích tại đây , các con tôi được tìm hiểu đời sống của ngư dân làng chài , được cùng các ngư dân đi câu mực , được ngắm san hô , được ăn hải sản tươi ngon	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10129:0	Phi long hotel, - khách sạn tọa lạc tại 1 khu villa gần ga tuy hòa .	phi long hotel , - khách sạn tọa lạc tại 1 khu villa gần ga tuy hòa	branding	positive	branding positive	no	0	0

TripAdivisor_Vi_10129:0	Phi long hotel, - khách sạn tọa lạc tại 1 khu villa gần ga tuy hòa .	phi long hotel , - khách sạn tọa lạc tại 1 khu villa gần ga tuy hòa	branding	negative	branding negative	no	0	0

TripAdivisor_Vi_10129:0	Phi long hotel, - khách sạn tọa lạc tại 1 khu villa gần ga tuy hòa .	phi long hotel , - khách sạn tọa lạc tại 1 khu villa gần ga tuy hòa	branding	neutral	branding neutral	yes	1	18

TripAdivisor_Vi_10129:1	Hơi xa trung tâm nhưng yên tĩnh và thuận tiện cho việc đi lại .	hơi xa trung tâm nhưng yên tĩnh và thuận tiện cho việc đi lại	amenity	positive	amenity positive	yes	1	15

TripAdivisor_Vi_10129:1	Hơi xa trung tâm nhưng yên tĩnh và thuận tiện cho việc đi lại .	hơi xa trung tâm nhưng yên tĩnh và thuận tiện cho việc đi lại	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10129:1	Hơi xa trung tâm nhưng yên tĩnh và thuận tiện cho việc đi lại .	hơi xa trung tâm nhưng yên tĩnh và thuận tiện cho việc đi lại	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10129:2	Khách sạn có khu vực nhà sau để đậu xe máy nên không lo về vấn đề an toàn .	khách sạn có khu vực nhà sau để đậu xe máy nên không lo về vấn đề an toàn	amenity	positive	amenity positive	yes	1	20

TripAdivisor_Vi_10129:2	Khách sạn có khu vực nhà sau để đậu xe máy nên không lo về vấn đề an toàn .	khách sạn có khu vực nhà sau để đậu xe máy nên không lo về vấn đề an toàn	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10129:2	Khách sạn có khu vực nhà sau để đậu xe máy nên không lo về vấn đề an toàn .	khách sạn có khu vực nhà sau để đậu xe máy nên không lo về vấn đề an toàn	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10129:3	Có thang máy thuận tiện cho việc lên đến tầng 5 .	có thang máy thuận tiện cho việc lên đến tầng 5	amenity	positive	amenity positive	yes	1	12

TripAdivisor_Vi_10129:3	Có thang máy thuận tiện cho việc lên đến tầng 5 .	có thang máy thuận tiện cho việc lên đến tầng 5	amenity	negative	amenity negative	no	0	0

TripAdivisor_Vi_10129:3	Có thang máy thuận tiện cho việc lên đến tầng 5 .	có thang máy thuận tiện cho việc lên đến tầng 5	amenity	neutral	amenity neutral	no	0	0

TripAdivisor_Vi_10129:4	Phía trước trồng nhiều loại cây cảnh tạo mảng xanh rất hữu hiệu .	phía trước trồng nhiều loại cây cảnh tạo mảng xanh rất hữu hiệu	facility	positive	facility positive	yes	1	14

TripAdivisor_Vi_10129:4	Phía trước trồng nhiều loại cây cảnh tạo mảng xanh rất hữu hiệu .	phía trước trồng nhiều loại cây cảnh tạo mảng xanh rất hữu hiệu	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10129:4	Phía trước trồng nhiều loại cây cảnh tạo mảng xanh rất hữu hiệu .	phía trước trồng nhiều loại cây cảnh tạo mảng xanh rất hữu hiệu	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10129:5	Phòng ốc hơi nhỏ nhưng cực sạch và trang thiết bị hiện đại cũng như hoạt động rất tốt .	phòng ốc hơi nhỏ nhưng cực sạch và trang thiết bị hiện đại cũng như hoạt động rất tốt	facility	positive	facility positive	yes	1	20

TripAdivisor_Vi_10129:5	Phòng ốc hơi nhỏ nhưng cực sạch và trang thiết bị hiện đại cũng như hoạt động rất tốt .	phòng ốc hơi nhỏ nhưng cực sạch và trang thiết bị hiện đại cũng như hoạt động rất tốt	facility	negative	facility negative	no	0	0

TripAdivisor_Vi_10129:5	Phòng ốc hơi nhỏ nhưng cực sạch và trang thiết bị hiện đại cũng như hoạt động rất tốt .	phòng ốc hơi nhỏ nhưng cực sạch và trang thiết bị hiện đại cũng như hoạt động rất tốt	facility	neutral	facility neutral	no	0	0

TripAdivisor_Vi_10129:6	Chúng tôi đến khách sạn khoảng 15h30 nhưng phòng chưa sẵn sàng do đó phải chờ khoảng 20 phút. Nhân viên khá thân thiện và nhiệt tình .	chúng tôi đến khách sạn khoảng 15h30 nhưng phòng chưa sẵn sàng do đó phải chờ khoảng 20 phút . nhân viên khá thân thiện và nhiệt tình	service	positive	service positive	yes	1	29

TripAdivisor_Vi_10129:6	Chúng tôi đến khách sạn khoảng 15h30 nhưng phòng chưa sẵn sàng do đó phải chờ khoảng 20 phút. Nhân viên khá thân thiện và nhiệt tình .	chúng tôi đến khách sạn khoảng 15h30 nhưng phòng chưa sẵn sàng do đó phải chờ khoảng 20 phút . nhân viên khá thân thiện và nhiệt tình	service	negative	service negative	no	0	0

TripAdivisor_Vi_10129:6	Chúng tôi đến khách sạn khoảng 15h30 nhưng phòng chưa sẵn sàng do đó phải chờ khoảng 20 phút. Nhân viên khá thân thiện và nhiệt tình .	chúng tôi đến khách sạn khoảng 15h30 nhưng phòng chưa sẵn sàng do đó phải chờ khoảng 20 phút . nhân viên khá thân thiện và nhiệt tình	service	neutral	service neutral	no	0	0

TripAdivisor_Vi_10134:0	Vợ chồng mình rất hài lòng với kỳ nghĩ tại đây .	vợ chồng mình rất hài lòng với kỳ nghĩ tại đây	branding	positive	branding positive	yes	1	12

TripAdivisor_Vi_10134:0	Vợ chồng mình rất hài lòng với kỳ nghĩ tại đây .	vợ chồng mình rất hài lòng với kỳ nghĩ tại đây	branding	negative	branding negative	no	0	0

TripAdivisor_Vi_10134:0	Vợ chồng mình rất hài lòng với kỳ nghĩ tại đây .	vợ chồng mình rất hài lòng với kỳ nghĩ tại đây	branding	neutral	branding neutral	no	0	0

TripAdivisor_Vi_10134:1	Thời gian tới nếu có dịp vkck mình sẽ quay lại nơi này .	thời gian tới nếu có dịp vkck mình sẽ quay lại nơi này	loyalty	positive	loyalty positive	yes	1	14

TripAdivisor_Vi_10134:1	Thời gian tới nếu có dịp vkck mình sẽ quay lại nơi này .	thời gian tới nếu có dịp vkck mình sẽ quay lại nơi này	loyalty	negative	loyalty negative	no	0	0

TripAdivisor_Vi_10134:1	Thời gian tới nếu có dịp vkck mình sẽ quay lại nơi này .	thời gian tới nếu có dịp vkck mình sẽ quay lại nơi này	loyalty	neutral	loyalty neutral	no	0	0

TripAdivisor_Vi_10134:2	Lần đầu vợ chồng mình tới quê tôi village cảm thấy nơi đây rất yên bình và thoải mái .	lần đầu vợ chồng mình tới quê tôi village cảm thấy nơi đây rất yên bình và thoải mái	experience	positive	experience positive	yes	1	20

TripAdivisor_Vi_10134:2	Lần đầu vợ chồng mình tới quê tôi village cảm thấy nơi đây rất yên bình và thoải mái .	lần đầu vợ chồng mình tới quê tôi village cảm thấy nơi đây rất yên bình và thoải mái	experience	negative	experience negative	no	0	0

TripAdivisor_Vi_10134:2	Lần đầu vợ chồng mình tới quê tôi village cảm thấy nơi đây rất yên bình và thoải mái .	lần đầu vợ chồng mình tới quê tôi village cảm thấy nơi đây rất yên bình và thoải mái	experience	neutral	experience neutral	no	0	0

TripAdivisor_Vi_10134:3	Village rất mát 2 vkck ngồi trước sân suốt buổi chiều vô cùng rất thích .	village rất mát 2 vkck ngồi trước sân suốt buổi chiều vô cùng rất thích	experience	positive	experience positive	yes	1	16

TripAdivisor_Vi_10134:3	Village rất mát 2 vkck ngồi trước sân suốt buổi chiều vô cùng rất thích .	village rất mát 2 vkck ngồi trước sân suốt buổi chiều vô cùng rất thích	experience	negative	experience negative	no	0	0

